,Target,N_specific_act_view,N_activity_count,N_total_submission,N_session_id_count,N_class_view_count,N_activity_page_view,N_material_view,N_avgspent_time,N_avgseconds_early,N_act+quiz_view,N_submit_button_clicked,N_expectation_met_count,N_avglevel
75,1,0.0,1.0,1.0,0.272727272727273,0.178571428571429,0.117647058823529,0.0,0.929906542056075,0.0081209745169421,0.75,0.0,0.0,0.0
76,1,0.0,1.0,1.0,0.0909090909090909,0.107142857142857,0.235294117647059,0.0,0.574766355140187,0.0725287034444135,0.125,0.0,0.0,0.0
77,1,0.0,1.0,1.0,0.333333333333333,0.457142857142857,0.375,0.0,0.694315545243619,0.533322601416613,0.2,0.0,0.0,0.0
78,2,0.0,1.0,1.0,0.166666666666667,0.314285714285714,0.75,0.5,0.958816705336427,0.413876368319382,0.15,0.0,0.0,1.0
79,1,0.0,1.0,1.0,0.666666666666667,1.0,0.0,0.0,0.94953596287703,0.475853187379266,1.0,0.0,0.0,0.0
80,1,0.0,1.0,1.0,0.333333333333333,0.228571428571429,0.375,0.0,0.818445475638051,0.474565357372827,0.15,0.0,0.0,0.0
81,1,0.0,1.0,1.0,0.333333333333333,0.428571428571429,0.875,0.0,0.73491879350348,0.489053444945267,0.2,0.0,0.0,0.0
82,1,0.0,1.0,1.0,0.833333333333333,0.714285714285714,0.875,0.0,0.733178654292343,0.517707662588538,0.5,0.0,0.0,0.0
83,1,0.0,1.0,1.0,0.333333333333333,0.371428571428571,0.5,0.0,0.264501160092807,0.594816484224082,0.25,0.0,0.0,0.0
84,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.993039443155452,0.972955569864778,0.0,0.0,0.0,0.0
85,1,0.0,1.0,1.0,0.5,0.285714285714286,0.25,0.0,0.68445475638051,0.473438506117193,0.15,0.0,0.0,0.0
86,2,0.0,1.0,1.0,0.666666666666667,0.257142857142857,0.375,0.0,0.782482598607889,0.488409529942048,0.1,0.0,0.0,1.0
87,2,0.0,1.0,1.0,0.333333333333333,0.228571428571429,0.125,1.0,0.769721577726218,0.512395363811977,0.2,0.0,0.0,1.0
88,1,0.0,0.0,0.0,0.833333333333333,0.685714285714286,0.625,1.0,1.0,0.949774629748873,0.6,0.0,0.0,0.0
89,1,0.0,0.0,0.0,0.166666666666667,0.2,0.25,0.0,1.0,0.982936252414681,0.2,0.0,0.0,0.0
90,1,0.0,0.0,0.0,1.0,0.885714285714286,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
91,1,0.0,1.0,1.0,0.333333333333333,0.314285714285714,0.625,0.0,0.751740139211137,0.494687701223439,0.2,0.0,0.0,0.0
92,1,0.0,0.0,0.0,0.333333333333333,0.228571428571429,0.0,0.0,0.981438515081206,0.993560849967804,0.3,0.0,0.0,0.0
93,1,0.0,0.0,0.0,0.333333333333333,0.2,0.125,0.0,0.85614849187935,1.0,0.15,0.0,0.0,0.0
94,2,0.0,1.0,1.0,0.5,0.285714285714286,0.5,0.5,0.725058004640371,0.484385061171925,0.15,0.0,0.0,1.0
95,1,0.0,1.0,1.0,0.166666666666667,0.2,0.0,0.5,0.758700696055684,0.503219575016098,0.15,0.0,0.0,0.0
96,1,0.0,1.0,1.0,0.333333333333333,0.6,1.0,0.0,0.816705336426914,0.509336767546684,0.45,0.0,0.0,0.0
97,1,0.0,0.0,0.0,0.166666666666667,0.114285714285714,0.0,0.0,0.534802784222738,0.8026400515132,0.2,0.0,0.0,0.0
98,2,0.0,1.0,1.0,0.333333333333333,0.342857142857143,0.375,0.0,0.805104408352668,0.466033483580167,0.35,0.0,0.0,1.0
99,4,1.0,1.0,1.0,1.0,0.545454545454545,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.5
100,5,0.333333333333333,1.0,1.0,0.333333333333333,0.590909090909091,0.666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,1.0
101,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,5,0.333333333333333,1.0,1.0,0.666666666666667,1.0,1.0,1.0,0.0,0.0,0.5,0.333333333333333,1.0,0.75
103,4,1.0,1.0,1.0,0.75,0.578947368421053,0.0,0.0,0.0,0.939007942614822,1.0,0.0,0.0,0.0
104,5,0.0,1.0,1.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,1.0,0.0,1.0
105,5,0.0,1.0,1.0,1.0,0.789473684210526,0.2,1.0,0.0,0.987828519886461,0.25,0.5,0.0,1.0
106,5,0.0,1.0,1.0,1.0,1.0,1.0,0.666666666666667,0.0,0.0,0.25,1.0,0.0,0.3333333333333333
107,1,0.0,0.0,0.0,0.6,0.216216216216216,0.142857142857143,0.2,0.0,0.998878733112539,0.181818181818182,0.4,0.0,0.0
108,2,0.0,0.0,0.0,0.0,0.0540540540540541,0.0714285714285714,0.0,0.0,0.998737493838797,0.0909090909090909,0.2,0.5,0.4
109,5,0.0,0.5,0.5,0.2,0.0810810810810811,0.142857142857143,0.2,0.0,0.998669276230391,0.0909090909090909,0.2,1.0,1.0
110,2,0.0,0.0,0.0,0.4,0.324324324324324,0.357142857142857,0.2,0.0,0.998706747874445,0.181818181818182,0.2,0.5,0.4
111,5,0.0,0.5,0.5,0.2,0.135135135135135,0.142857142857143,0.0,0.0,0.998712512742761,0.181818181818182,0.0,1.0,1.0
112,2,0.0,0.0,0.0,0.4,0.135135135135135,0.285714285714286,0.0,0.0,0.998655824870987,0.0909090909090909,0.2,0.5,0.4
113,5,1.0,0.5,0.5,0.4,0.189189189189189,0.214285714285714,0.0,0.0,0.998836457411555,0.272727272727273,0.4,1.0,1.0
114,1,0.0,0.0,0.0,0.2,0.0810810810810811,0.142857142857143,0.0,0.0,0.999076660258055,0.0,0.2,0.0,0.0
115,1,0.0,0.5,0.5,0.2,0.216216216216216,0.214285714285714,0.0,0.0,0.998681286372716,0.0909090909090909,0.2,0.0,0.0
116,1,0.0,0.0,0.0,0.4,0.189189189189189,0.285714285714286,0.0,0.0,0.998724042479393,0.0909090909090909,0.2,0.0,0.0
117,2,0.0,0.0,0.0,0.0,0.027027027027027,0.0714285714285714,0.0,0.0,0.998682727589795,0.0909090909090909,0.2,0.5,0.4
118,2,0.0,0.0,0.0,0.6,0.45945945945946,0.5,0.0,0.0,0.999187153567445,0.454545454545454,1.0,0.5,0.4
119,2,0.0,0.0,0.0,0.2,0.162162162162162,0.214285714285714,0.2,0.0,0.999364903673854,0.0,0.0,0.5,0.4
120,2,0.0,0.0,0.0,0.8,0.324324324324324,0.142857142857143,0.0,0.0,0.998698100571971,0.727272727272727,0.0,0.5,0.4
121,1,0.0,0.0,0.0,0.2,0.0810810810810811,0.142857142857143,0.0,0.0,0.999473475360472,0.0909090909090909,0.2,0.0,0.0
122,3,0.0,1.0,1.0,0.4,0.378378378378378,0.214285714285714,0.6,0.0,0.998941185852629,0.181818181818182,0.0,1.0,0.533333333333332
123,2,0.0,0.0,0.0,0.0,0.027027027027027,0.0,0.0,0.0,0.998706747874445,0.0,0.0,0.5,0.4
124,4,0.0,0.5,0.5,0.6,0.324324324324324,0.214285714285714,0.0,0.0,0.998625078906635,0.0909090909090909,0.2,1.0,0.8
125,1,0.0,0.0,0.0,0.0,0.0540540540540541,0.0714285714285714,0.0,0.0,0.998775926294237,0.181818181818182,0.2,0.0,0.0
126,4,0.0,0.5,0.5,0.0,0.0810810810810811,0.142857142857143,0.0,0.0,0.998503055860613,0.181818181818182,0.2,1.0,0.8
127,5,0.0,0.5,0.5,0.2,0.135135135135135,0.0714285714285714,0.0,0.0,0.998653903248215,0.181818181818182,0.0,1.0,1.0
128,2,0.0,0.0,0.0,0.0,0.027027027027027,0.0714285714285714,0.0,0.0,0.99951479025007,0.0,0.2,0.5,0.4
129,1,0.0,0.0,0.0,0.2,0.0540540540540541,0.0714285714285714,0.0,0.0,0.998731728970481,0.0909090909090909,0.2,0.0,0.0
130,1,1.0,0.0,0.0,0.2,0.027027027027027,0.0,0.0,0.0,0.998751906009587,0.181818181818182,0.2,0.0,0.0
131,3,1.0,0.5,0.5,0.2,0.297297297297297,0.0714285714285714,0.0,0.0,0.0,0.363636363636364,0.2,0.5,0.4
132,2,0.0,0.0,0.0,0.4,0.108108108108108,0.142857142857143,0.0,0.0,0.998980579119455,0.0909090909090909,0.0,0.5,0.4
133,2,0.0,0.0,0.0,0.0,0.0810810810810811,0.0714285714285714,0.0,0.0,0.998735572216025,0.181818181818182,0.2,0.5,0.4
134,2,0.0,0.0,0.0,0.0,0.243243243243243,0.428571428571429,0.0,0.0,0.998659668116531,0.0909090909090909,0.2,0.5,0.4
135,2,0.0,0.0,0.0,0.2,0.0810810810810811,0.0714285714285714,0.0,0.0,0.998675041098707,0.0909090909090909,0.2,0.5,0.4
136,2,0.0,0.0,0.0,0.6,0.405405405405405,0.285714285714286,0.0,0.0,0.999260175232781,0.545454545454545,0.4,0.5,0.4
137,2,1.0,0.0,0.0,0.4,0.243243243243243,0.142857142857143,0.2,0.0,0.998790338465027,0.363636363636364,0.4,0.5,0.4
138,2,0.0,0.0,0.0,0.4,0.243243243243243,0.5,0.0,0.0,0.998790338465027,0.181818181818182,0.4,0.5,0.4
139,2,1.0,0.0,0.0,0.2,0.27027027027027,0.285714285714286,0.0,0.0,0.998593372130897,0.272727272727273,0.2,0.5,0.4
140,5,0.0,0.5,0.5,0.2,0.135135135135135,0.0714285714285714,0.0,0.0,0.999044953482317,0.363636363636364,0.2,1.0,1.0
141,3,0.0,0.5,0.5,0.0,0.027027027027027,0.0,0.0,0.0,0.998745180329885,0.0,0.0,1.0,0.6
142,2,0.0,0.0,0.0,0.2,0.162162162162162,0.214285714285714,0.6,0.0,0.998721160045235,0.0909090909090909,0.0,0.5,0.4
143,2,0.0,0.0,0.0,0.0,0.162162162162162,0.357142857142857,0.0,0.0,0.998746141141271,0.181818181818182,0.2,0.5,0.4
144,1,0.0,0.0,0.0,0.0,0.621621621621622,0.571428571428571,0.6,0.0,0.998756710066517,0.181818181818182,0.2,0.0,0.0
145,3,0.0,0.0,0.0,0.8,0.405405405405405,0.285714285714286,0.2,0.0,0.998672158664549,0.636363636363636,0.2,0.5,0.8
146,1,1.0,0.0,0.0,0.2,0.567567567567568,0.5,0.6,0.0,0.998528997768035,0.272727272727273,0.2,0.0,0.0
147,2,0.0,0.0,0.0,0.0,0.135135135135135,0.214285714285714,0.0,0.0,0.998947911532331,0.181818181818182,0.2,0.5,0.4
148,2,0.0,0.5,0.5,0.2,0.108108108108108,0.214285714285714,0.0,0.0,0.998749503981122,0.181818181818182,0.2,0.5,0.2
149,2,0.0,0.0,0.0,1.0,0.621621621621622,0.642857142857143,0.0,0.0,0.998238832729463,1.0,0.4,0.5,0.4
150,3,0.0,0.5,0.5,0.2,0.216216216216216,0.357142857142857,0.0,0.0,0.999055522407563,0.181818181818182,0.2,0.5,0.4
151,2,0.0,0.0,0.0,0.0,0.027027027027027,0.0714285714285714,0.0,0.0,0.99948116185156,0.0909090909090909,0.2,0.5,0.4
152,3,1.0,0.5,0.5,0.4,0.297297297297297,0.0,0.0,0.0,0.998599136999213,0.272727272727273,0.0,1.0,0.6
153,2,0.0,0.0,0.0,0.2,0.108108108108108,0.142857142857143,0.0,0.0,0.998858556073433,0.181818181818182,0.0,0.5,0.4
154,2,1.0,0.0,0.0,0.2,0.243243243243243,0.214285714285714,0.0,0.0,0.998864320941749,0.636363636363636,0.2,0.5,0.4
155,2,0.0,0.0,0.0,0.0,0.216216216216216,0.214285714285714,0.0,0.0,0.998593372130897,0.454545454545454,0.2,0.5,0.4
156,5,0.0,0.5,0.5,0.2,0.162162162162162,0.214285714285714,0.2,0.0,0.998541488316053,0.181818181818182,0.2,0.5,0.8
157,1,0.0,0.0,0.0,0.2,0.216216216216216,0.285714285714286,0.2,0.0,0.998673119475935,0.0,0.0,0.0,0.0
158,2,0.0,0.0,0.0,0.2,0.108108108108108,0.214285714285714,0.0,0.0,0.998787456030869,0.0909090909090909,0.2,0.5,0.4
159,2,0.0,0.0,0.0,0.2,0.216216216216216,0.214285714285714,0.0,0.0,0.998816280372449,0.454545454545454,0.0,0.5,0.4
160,2,0.0,0.5,0.5,0.0,0.0540540540540541,0.0714285714285714,0.0,0.0,0.998624118095249,0.181818181818182,0.2,0.5,0.2
161,3,0.0,1.0,1.0,0.4,0.216216216216216,0.214285714285714,0.2,0.0,0.998681126237485,0.272727272727273,0.6,1.0,0.533333333333332
162,2,0.0,0.5,0.5,0.2,0.189189189189189,0.142857142857143,0.0,0.0,0.998840300657099,0.0909090909090909,0.0,0.5,0.2
163,1,0.0,0.0,0.0,0.4,0.162162162162162,0.142857142857143,0.0,0.0,0.998845104714029,0.272727272727273,0.0,0.0,0.0
164,2,0.0,0.0,0.0,0.0,0.297297297297297,0.357142857142857,0.0,0.0,0.998794181710571,0.636363636363636,0.2,0.5,0.4
165,3,0.0,0.5,0.5,0.6,0.216216216216216,0.285714285714286,0.2,0.0,0.999421591545628,0.0,0.0,1.0,0.6
166,2,0.0,0.0,0.0,0.2,0.0810810810810811,0.142857142857143,0.0,0.0,0.998749023575429,0.0909090909090909,0.2,0.5,0.4
167,5,1.0,0.5,0.5,0.2,0.216216216216216,0.142857142857143,0.2,0.0,0.998803789824431,0.181818181818182,0.2,1.0,1.0
168,2,0.0,0.0,0.0,0.4,0.243243243243243,0.357142857142857,0.4,0.0,0.998885458792241,0.0,0.0,0.5,0.4
169,2,1.0,0.0,0.0,0.2,1.0,1.0,1.0,0.0,0.998860477696205,0.181818181818182,0.0,0.5,0.4
170,4,0.0,0.5,0.5,0.2,0.189189189189189,0.285714285714286,0.0,0.0,0.998694257326427,0.0909090909090909,0.2,0.5,0.6
171,2,0.0,0.0,0.0,0.0,0.162162162162162,0.214285714285714,0.0,0.0,0.998686570835339,0.363636363636364,0.2,0.5,0.4
172,1,0.0,0.5,0.5,0.2,0.0810810810810811,0.142857142857143,0.0,0.0,0.998701943817515,0.0909090909090909,0.0,0.0,0.0
173,5,0.0,0.5,0.5,0.2,0.189189189189189,0.142857142857143,0.0,0.0,0.998865281753135,0.181818181818182,0.0,1.0,1.0
174,4,0.0,0.5,0.5,0.2,0.108108108108108,0.214285714285714,0.0,0.0,0.99937066854217,0.0909090909090909,0.2,1.0,0.8
175,2,0.0,0.0,0.0,0.2,0.027027027027027,0.0714285714285714,0.0,0.0,0.99966852007183,0.0909090909090909,0.2,0.5,0.4
176,1,0.0,0.0,0.0,0.4,0.243243243243243,0.0,0.0,0.0,0.998846065525415,0.0909090909090909,0.2,0.0,0.0
177,3,0.0,0.5,0.5,0.6,0.189189189189189,0.214285714285714,0.0,0.0,0.99992313508912,0.181818181818182,0.4,1.0,0.6
178,3,1.0,0.5,0.5,0.8,0.72972972972973,0.785714285714286,1.0,0.0,0.998830692543239,0.181818181818182,0.0,1.0,0.6
179,5,0.0,0.5,0.5,0.4,0.324324324324324,0.5,0.0,0.0,0.998950793966489,0.454545454545454,0.8,1.0,1.0
180,4,0.0,0.5,0.5,0.2,0.108108108108108,0.0,0.0,0.0,0.998708669497217,0.181818181818182,0.0,1.0,0.8
181,2,1.0,0.0,0.0,0.4,0.27027027027027,0.214285714285714,0.0,0.0,0.999181388699128,0.363636363636364,0.2,0.5,0.4
182,2,0.0,0.0,0.0,0.2,0.189189189189189,0.285714285714286,0.0,0.0,0.998695218137813,0.272727272727273,0.2,0.5,0.4
183,2,0.0,0.0,0.0,0.0,0.0540540540540541,0.0714285714285714,0.0,0.0,0.998861438507591,0.0909090909090909,0.2,0.5,0.4
184,1,1.0,0.0,0.0,0.2,0.189189189189189,0.142857142857143,0.2,0.0,0.999128544072899,0.181818181818182,0.0,0.0,0.0
185,2,0.0,0.0,0.0,0.0,0.027027027027027,0.0714285714285714,0.0,0.0,0.998647177568513,0.0909090909090909,0.0,0.5,0.4
186,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998738454650183,0.0,0.0,0.5,0.4
187,2,0.0,0.0,0.0,0.4,0.189189189189189,0.0714285714285714,0.0,0.0,0.998690414080883,0.181818181818182,0.2,0.5,0.4
188,4,0.0,0.5,0.5,0.2,0.162162162162162,0.214285714285714,0.0,0.0,1.0,0.181818181818182,0.2,1.0,0.8
189,1,0.0,0.0,0.0,0.2,0.108108108108108,0.142857142857143,0.0,0.0,0.998697139760585,0.181818181818182,0.2,0.0,0.0
190,4,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
